x,phi1,phi2
-0.574502744461243,-0.0566687174413001,0.112719275969295
-0.568689877955175,-0.0561255422934055,0.11251946965622
-0.562877011449107,-0.0555496276875122,0.112253080744464
-0.557064144943039,-0.0549737130816189,0.111986691832707
-0.551251278436971,-0.0543977984757256,0.111720302920951
-0.545438411930903,-0.0538218838698322,0.111453914009195
-0.539625545424835,-0.0532459692639389,0.111187525097438
-0.533812678918767,-0.0526700546580456,0.110921136185682
-0.527999812412699,-0.0520810599713644,0.110666766565203
-0.522186945906632,-0.0514396510089568,0.110460560442892
-0.516374079400564,-0.0507982420465492,0.110254354320581
-0.510561212894496,-0.0501568330841416,0.11004814819827
-0.504748346388428,-0.049515424121734,0.109841942075959
-0.49893547988236,-0.0488740151593264,0.109635735953648
-0.493122613376292,-0.0481875507896503,0.109502969536401
-0.487309746870224,-0.0474763828552404,0.109410469595878
-0.481496880364156,-0.0467400249804958,0.10916056698084
-0.475684013858088,-0.0460004570357612,0.108890605818816
-0.46987114735202,-0.0452192684475501,0.108707252643908
-0.464058280845952,-0.0443593584721625,0.10869475717094
-0.458245414339884,-0.0434330320451563,0.108838731384918
-0.452432547833816,-0.0425067056181501,0.108982705598896
-0.446619681327748,-0.0415803791911438,0.109126679812874
-0.44080681482168,-0.0406540527641376,0.109270654026853
-0.434993948315613,-0.0397277263371314,0.109414628240831
-0.429181081809545,-0.0388013999101252,0.109558602454809
-0.423368215303477,-0.037875073483119,0.109702576668788
-0.417555348797409,-0.0369487470561127,0.109846550882766
-0.411742482291341,-0.0360224206291065,0.109990525096744
-0.405929615785273,-0.0350960942021003,0.110134499310723
-0.400116749279205,-0.0341697677750941,0.110278473524701
-0.394303882773137,-0.0332224762263909,0.110108730076404
-0.388491016267069,-0.0322746357673535,0.109930772849558
-0.382678149761001,-0.031326795308316,0.109752815622711
-0.376865283254933,-0.0303928942161919,0.109594325032084
-0.371052416748865,-0.0294618967697729,0.109439889447326
-0.365239550242797,-0.0285308993233538,0.109285453862569
-0.35942668373673,-0.0275999018769348,0.109131018277812
-0.353613817230662,-0.0266689044305157,0.108976582693054
-0.347800950724594,-0.0257379069840967,0.108822147108297
-0.341988084218526,-0.0247939831067336,0.10859633335446
-0.336175217712458,-0.0238292518053149,0.108255623552459
-0.33036235120639,-0.0228619203784239,0.107906409204658
-0.324549484700322,-0.0218784962077127,0.107494964274999
-0.318736618194254,-0.0208598804737555,0.106923263708213
-0.312923751688186,-0.0198412647397984,0.106351563141426
-0.307110885182118,-0.0188226490058412,0.105779862574639
-0.30129801867605,-0.0177957280904608,0.105182440832186
-0.295485152169982,-0.0167401194581888,0.104496173131046
-0.289672285663914,-0.0156824949262845,0.103774600591643
-0.283859419157846,-0.0146017176745076,0.102808690833807
-0.278046552651779,-0.0134958704337216,0.101791795961397
-0.272233686145711,-0.0123900231929356,0.100774901088987
-0.266420819639643,-0.0112841759521496,0.0997580062165769
