T_K,log_t,M,source_file,time_column,signal_column
NaN,0.318512009615164,0.0743093217211224,C:\Dev\matlab-functions\results\relaxation\runs\run_2026_03_10_143906_timelaw_observables\tables\time_fit_residuals.csv,log10_t_s,v1_data
NaN,0.327524576236345,0.0742873742792227,C:\Dev\matlab-functions\results\relaxation\runs\run_2026_03_10_143906_timelaw_observables\tables\time_fit_residuals.csv,log10_t_s,v1_data
NaN,0.336537142857527,0.0742645968212673,C:\Dev\matlab-functions\results\relaxation\runs\run_2026_03_10_143906_timelaw_observables\tables\time_fit_residuals.csv,log10_t_s,v1_data
NaN,0.345549709478708,0.0742410002540997,C:\Dev\matlab-functions\results\relaxation\runs\run_2026_03_10_143906_timelaw_observables\tables\time_fit_residuals.csv,log10_t_s,v1_data
NaN,0.35456227609989,0.0742165954845634,C:\Dev\matlab-functions\results\relaxation\runs\run_2026_03_10_143906_timelaw_observables\tables\time_fit_residuals.csv,log10_t_s,v1_data
NaN,0.363574842721072,0.0741913934195022,C:\Dev\matlab-functions\results\relaxation\runs\run_2026_03_10_143906_timelaw_observables\tables\time_fit_residuals.csv,log10_t_s,v1_data
NaN,0.372587409342253,0.0741654049657592,C:\Dev\matlab-functions\results\relaxation\runs\run_2026_03_10_143906_timelaw_observables\tables\time_fit_residuals.csv,log10_t_s,v1_data
NaN,0.381599975963435,0.0741386410301779,C:\Dev\matlab-functions\results\relaxation\runs\run_2026_03_10_143906_timelaw_observables\tables\time_fit_residuals.csv,log10_t_s,v1_data
NaN,0.390612542584616,0.074111112519602,C:\Dev\matlab-functions\results\relaxation\runs\run_2026_03_10_143906_timelaw_observables\tables\time_fit_residuals.csv,log10_t_s,v1_data
NaN,0.399625109205798,0.0740828303408747,C:\Dev\matlab-functions\results\relaxation\runs\run_2026_03_10_143906_timelaw_observables\tables\time_fit_residuals.csv,log10_t_s,v1_data
NaN,0.408637675826979,0.0740538054008397,C:\Dev\matlab-functions\results\relaxation\runs\run_2026_03_10_143906_timelaw_observables\tables\time_fit_residuals.csv,log10_t_s,v1_data
NaN,0.417650242448161,0.0740240486063403,C:\Dev\matlab-functions\results\relaxation\runs\run_2026_03_10_143906_timelaw_observables\tables\time_fit_residuals.csv,log10_t_s,v1_data
NaN,0.426662809069342,0.0739935708642202,C:\Dev\matlab-functions\results\relaxation\runs\run_2026_03_10_143906_timelaw_observables\tables\time_fit_residuals.csv,log10_t_s,v1_data
NaN,0.435675375690524,0.0739623830813226,C:\Dev\matlab-functions\results\relaxation\runs\run_2026_03_10_143906_timelaw_observables\tables\time_fit_residuals.csv,log10_t_s,v1_data
NaN,0.444687942311705,0.0739304961644911,C:\Dev\matlab-functions\results\relaxation\runs\run_2026_03_10_143906_timelaw_observables\tables\time_fit_residuals.csv,log10_t_s,v1_data
NaN,0.453700508932887,0.0738979210205692,C:\Dev\matlab-functions\results\relaxation\runs\run_2026_03_10_143906_timelaw_observables\tables\time_fit_residuals.csv,log10_t_s,v1_data
NaN,0.462713075554068,0.0738646685564003,C:\Dev\matlab-functions\results\relaxation\runs\run_2026_03_10_143906_timelaw_observables\tables\time_fit_residuals.csv,log10_t_s,v1_data
NaN,0.47172564217525,0.0738307496788279,C:\Dev\matlab-functions\results\relaxation\runs\run_2026_03_10_143906_timelaw_observables\tables\time_fit_residuals.csv,log10_t_s,v1_data
NaN,0.480738208796431,0.0737961752946955,C:\Dev\matlab-functions\results\relaxation\runs\run_2026_03_10_143906_timelaw_observables\tables\time_fit_residuals.csv,log10_t_s,v1_data
NaN,0.489750775417613,0.0737609563108466,C:\Dev\matlab-functions\results\relaxation\runs\run_2026_03_10_143906_timelaw_observables\tables\time_fit_residuals.csv,log10_t_s,v1_data
NaN,0.498763342038795,0.0737251036341246,C:\Dev\matlab-functions\results\relaxation\runs\run_2026_03_10_143906_timelaw_observables\tables\time_fit_residuals.csv,log10_t_s,v1_data
NaN,0.507775908659976,0.0736886281713728,C:\Dev\matlab-functions\results\relaxation\runs\run_2026_03_10_143906_timelaw_observables\tables\time_fit_residuals.csv,log10_t_s,v1_data
NaN,0.516788475281158,0.0736515408294351,C:\Dev\matlab-functions\results\relaxation\runs\run_2026_03_10_143906_timelaw_observables\tables\time_fit_residuals.csv,log10_t_s,v1_data
NaN,0.525801041902339,0.0736138525151546,C:\Dev\matlab-functions\results\relaxation\runs\run_2026_03_10_143906_timelaw_observables\tables\time_fit_residuals.csv,log10_t_s,v1_data
NaN,0.534813608523521,0.0735755741353749,C:\Dev\matlab-functions\results\relaxation\runs\run_2026_03_10_143906_timelaw_observables\tables\time_fit_residuals.csv,log10_t_s,v1_data
NaN,0.543826175144702,0.0735367165969396,C:\Dev\matlab-functions\results\relaxation\runs\run_2026_03_10_143906_timelaw_observables\tables\time_fit_residuals.csv,log10_t_s,v1_data
