key,value
AGING_BASELINE_TAU_OUTPUT_SANITY_COMPLETE,YES
MATLAB_RUN,NO
PYTHON_RUN,NO
REPLAY_RUN,NO
TAU_COMPUTED,NO
RATIO_COMPUTED,NO
RATIO_OUTPUT_PRODUCED,NO
DIP_OUTPUT_EXISTS,YES
FM_OUTPUT_EXISTS,YES
DIP_SIDECAR_EXISTS,YES
FM_SIDECAR_EXISTS,YES
DIP_TAU_DOMAIN_CORRECT,YES
FM_TAU_DOMAIN_CORRECT,YES
FM_ABS_ONLY_DISCLOSED,YES
TAU_FIELDS_IDENTIFIED,YES
DIP_TAU_VALUES_FINITE_POSITIVE,YES
FM_TAU_VALUES_FINITE_POSITIVE,YES
TP_PAIRING_AVAILABLE,YES
PAIRABLE_TP_COUNT,6
MISSING_TW3_DISCLOSURE_PRESENT,YES
SOURCE_IDS_RESOLVED_OR_EXPLICITLY_UNRESOLVED,YES
FM_RUN_WIRING_DOCUMENTED,YES
OLD_TRACK_A_USED,NO
MULTIPATH_USED,NO
READY_FOR_RATIO_REENTRY,PARTIAL
READY_FOR_VISUAL_READINESS_SURVEY,YES
READY_FOR_ARCHIVE_COMMIT,YES
RECOMMENDED_NEXT_ACTION,Proceed to visual readiness survey; clock-ratio path still gated by lineage/F7S policy sidecars flag PARTIAL for authoritative ratio claims
