key,value
AGING_PRB02B_F7V_BRIDGE_LEDGER_EXPORT_COMPLETE,YES
MATLAB_RUN,NO
PYTHON_RUN,NO
REPLAY_RUN,NO
CODE_CREATED,NO
TAU_COMPUTED,NO
RATIO_COMPUTED,NO
VISUALIZATION_GENERATED,NO
BRIDGE_LEDGER_CREATED,YES
BRIDGE_IMPLEMENTED_FULLY,NO
ROW_IDENTITY_VALIDATED_FULLY,NO
ID_BRIDGE_CO_REGISTERED_SATISFIED,PARTIAL
CHK_BRIDGE_LEDGER_PRESENT_SATISFIED,YES
PATHWAY_IDS_REGISTERED,YES
TRACK_LABELS_ALIAS_ONLY,YES
TAU_EFFECTIVE_SECONDS_NOT_ID,YES
OLD_FIT_REMAINS_FORENSIC,YES
MULTIPATH_COMPARISON_ALLOWED_NOW,NO
COMPARISON_RUNNER_READY_TO_IMPLEMENT,NO
READY_FOR_PRB03_TAU_BUNDLE_VALIDATOR,YES
READY_FOR_ARCHIVE_COMMIT,YES
RECOMMENDED_NEXT_ACTION,Commit PRB02B artifacts; implement optional MATLAB bridge_run_id + left_uid right_uid layer for non-tau rows; then PRB03 validator against tau_bundle_contract
