key,value
F7N_READINESS_AUDIT_COMPLETE,YES
F7N_NO_SINGLE_CANONICAL_TRUTH_SELECTED,YES
F7N_FM_WRITER_STATICALLY_INSPECTED,YES
F7N_CFG_FIELDS_IDENTIFIED,YES
F7N_DEFAULT_PATH_RISKS_IDENTIFIED,YES
F7N_CANDIDATE_DATASET_PATHS_IDENTIFIED,YES
F7N_CANDIDATE_DIP_TAU_PATHS_IDENTIFIED,YES
F7N_BRANCH_ALIGNED_PLAN_DEFINED,YES
F7N_READY_TO_RUN_FM_METADATA,YES_WITH_EXPLICIT_CFG_AND_ARCHIVAL_DIP_CLOCK_FILE
F7N_NEXT_SAFE_STEP,F7O_FM_TAU_REAL_OUTPUT_METADATA_VERIFICATION_EXPLICIT_CFG_TWO_BRANCH_OPTIONAL
F7N_SAFE_FOR_FM_METADATA_EXECUTION,YES_PRECONDITIONS_DOCUMENTED_WRAPPER_ONLY_F7O
F7N_SAFE_FOR_PHYSICS_CLAIMS,NO
NO_CODE_EDITED,YES
NO_MATLAB_RUN,YES
NO_DATASET_REBUILD,YES
NO_TAU_WRITER_RUN,YES
NO_FM_WRITER_RUN,YES
NO_CLOCK_RATIO_WRITER_RUN,YES
NO_PHYSICS_FITTING,YES
NO_OLD_ANALYSIS_REPLAY,YES
NO_MODEL_ANALYSIS,YES
NO_NEW_EXTRACTION_METHODS,YES
NO_CONFIG_IMPLEMENTATION,YES
NO_DEFAULT_PATH_CHANGE,YES
NO_SWITCHING_TOUCHED,YES
NO_RELAXATION_TOUCHED,YES
NO_MT_TOUCHED,YES
NO_FILES_STAGED,YES
NO_COMMITS_CREATED,YES
NO_PUSH_PERFORMED,YES
