key,value
AGING_BASELINE_TAU_DISCLOSURE_CLOSURE_COMPLETE,YES
B003_CLOSED_FOR_BASELINE_TAU,PARTIAL
DIP_TAU_DOMAIN_DEFINED,YES
FM_TAU_DOMAIN_DEFINED,YES
TAU_EFFECTIVE_SECONDS_ALLOWED_WITH_METADATA_ONLY,YES
WRITER_SIDECAR_REQUIREMENTS_DEFINED,YES
RATIO_PREREQUISITES_DEFINED,YES
TAU_COMPUTED,NO
RATIO_COMPUTED,NO
MATLAB_RUN,NO
PYTHON_RUN,NO
REPLAY_RUN,NO
NEW_PHYSICS_CLAIMS_MADE,NO
SWITCHING_TOUCHED,NO
RELAXATION_TOUCHED,NO
MAINTENANCE_INFRA_TOUCHED,NO
MT_TOUCHED,NO
READY_FOR_BASELINE_TAU_EXTRACTION,YES_WITH_SIDECAR
READY_FOR_RATIO_REENTRY,PARTIAL
READY_FOR_ARCHIVE_COMMIT,YES
RECOMMENDED_NEXT_ACTION,Implement sidecar/manifest emission in tau producers and validate clock-ratio cfg records source_dataset_id pairing; then run baseline tau extraction under wrapper policy when permitted.
