key,value
F7K_BRANCH_ROUTER_DOC_CREATED,YES
F7K_NO_SINGLE_CANONICAL_TRUTH_SELECTED,YES
F7K_BRANCH_TO_FIELD_MAP_INCLUDED,YES
F7K_FM_SIGN_VISIBILITY_INCLUDED,YES
F7K_DATASET_COVERAGE_INCLUDED,YES
F7K_FIT_DIRECT_MAP_INCLUDED,YES
F7K_CONFIG_TAXONOMY_INCLUDED,YES
F7K_ALLOWED_CLAIMS_INCLUDED,YES
F7K_KNOWN_CONFUSIONS_INCLUDED,YES
F7K_NEXT_STEPS_DEFINED,YES
NO_CODE_EDITED,YES
NO_MATLAB_RUN,YES
NO_DATASET_REBUILD,YES
NO_TAU_R_WRITER_RUN,YES
NO_PHYSICS_FITTING,YES
NO_NEW_EXTRACTION_METHODS,YES
NO_CONFIG_IMPLEMENTATION,YES
NO_DEFAULT_PATH_CHANGE,YES
NO_SWITCHING_TOUCHED,YES
NO_RELAXATION_TOUCHED,YES
NO_MT_TOUCHED,YES
NO_FILES_STAGED,YES
NO_COMMITS_CREATED,YES
NO_PUSH_PERFORMED,YES
