x_aligned,Phi1_corrected_old
-1.37686048272729,NaN
-1.35745697977321,NaN
-1.33805347681913,NaN
-1.31864997386506,NaN
-1.29924647091098,NaN
-1.2798429679569,NaN
-1.26043946500283,NaN
-1.24103596204875,NaN
-1.22163245909467,NaN
-1.2022289561406,NaN
-1.18282545318652,NaN
-1.16342195023244,NaN
-1.14401844727837,NaN
-1.12461494432429,NaN
-1.10521144137021,NaN
-1.08580793841614,NaN
-1.06640443546206,NaN
-1.04700093250799,NaN
-1.02759742955391,NaN
-1.00819392659983,NaN
-0.988790423645756,NaN
-0.969386920691679,NaN
-0.949983417737603,NaN
-0.930579914783527,NaN
-0.91117641182945,NaN
-0.891772908875374,NaN
-0.872369405921297,NaN
-0.852965902967221,NaN
-0.833562400013144,NaN
-0.814158897059068,NaN
-0.794755394104991,NaN
-0.775351891150915,NaN
-0.755948388196838,NaN
-0.736544885242762,NaN
-0.717141382288685,NaN
-0.697737879334609,NaN
-0.678334376380532,NaN
-0.658930873426456,NaN
-0.63952737047238,NaN
-0.620123867518303,NaN
-0.600720364564227,NaN
-0.58131686161015,NaN
-0.561913358656074,-0.203330803493848
-0.542509855701997,-0.19707593023515
-0.523106352747921,-0.190584280606898
-0.503702849793844,-0.183570393245245
-0.484299346839768,-0.176006284308076
-0.464895843885691,-0.167434935878614
-0.445492340931615,-0.157372784709787
-0.426088837977538,-0.147310633540961
-0.406685335023462,-0.137248482372134
-0.387281832069385,-0.126971275945662
-0.367878329115309,-0.11673086366198
-0.348474826161232,-0.106551657899671
-0.329071323207156,-0.0960123748548602
-0.30966782025308,-0.0848101634560844
-0.290264317299003,-0.0732104590854856
-0.270860814344926,-0.0609253584729006
-0.25145731139085,-0.0487366198271327
-0.232053808436774,-0.0370769692637102
-0.212650305482697,-0.0256982935133139
-0.193246802528621,-0.0143196177629176
-0.173843299574544,-0.00294094201252129
-0.154439796620468,0.00843773373787502
-0.135036293666391,0.0198164094882713
-0.115632790712315,0.0311950852386676
-0.0962292877582385,0.042573760989064
-0.076825784804162,0.0539524367394603
-0.0574222818500856,0.0653311124898566
-0.0380187788960089,0.076709788240253
-0.0186152759419325,0.0880884639906494
0.000788227012143983,0.0982849176205889
0.0201917299662204,0.0805612534952399
0.0395952329202969,0.062837589369891
0.0589987358743733,0.045113925244542
0.0784022388284498,0.027390261119193
0.0978057417825262,0.00966659699384404
0.117209244736603,-0.00805706713150496
0.136612747690679,-0.0257807312568539
0.156016250644756,-0.0435043953822029
0.175419753598832,-0.0612280595075519
0.194823256552908,-0.0789517236329009
0.214226759506985,-0.0966753877582501
0.233630262461062,-0.114399051883599
0.253033765415138,-0.132122716008948
