key,value
TASK_COMPLETED,YES
TEST_RUN_ONLY,YES
SWITCHING_SCOPE_ONLY,YES
SCRIPT_UNTRACKED_BEFORE,YES
SCRIPT_EXECUTED,YES
MATLAB_RUN,YES
MATLAB_EXIT_CODE,0
MATLAB_EVAL_FILEREAD_EXIT_CODE,1
PYTHON_RUN,NO
NODE_RUN,NO
STAGED,NO
COMMITTED,NO
PUSHED,NO
PRIMARY_OUTPUTS_EXIST,YES
TASK_CHECKLIST_FILENAMES_MATCH_SCRIPT,NO
EXECUTION_STATUS_WRITTEN,YES
RUN_DIRECTORY_FOUND,YES
UNEXPECTED_OUTPUTS_FOUND,NO
FIGURES_GENERATED,NO
RELAXATION_FILES_MODIFIED,NO
AGING_FILES_MODIFIED,NO
CROSS_MODULE_FILES_MODIFIED,NO
SCRIPT_MODIFIED_DURING_TEST,NO
SAFE_TO_STAGE_RUNNER_AND_OUTPUTS,NO
REPAIR_REQUIRED_AFTER_TEST,NO
