key,value
TASK_COMPLETED,YES
BRANCH_NAME,maintenance/switching-identity-f01
ON_DEDICATED_BRANCH,YES
MATLAB_RUN,NO
PYTHON_RUN,NO
NODE_RUN,NO
STAGED,NO
COMMITTED,NO
PUSHED,NO
GITIGNORE_MODIFIED,YES
IDENTITY_CSV_MODIFIED,YES
REGISTRY_MODIFIED,NO
RESOLVER_CODE_MODIFIED,NO
SWITCHING_CODE_MODIFIED,NO
AGING_RELAXATION_MT_MODIFIED,NO
REGISTRY_ANCHOR_FOUND,YES
REGISTRY_ANCHOR_UNIQUE,YES
MIRROR_MATCHES_REGISTRY_ANCHOR,YES
IDENTITY_CSV_TRACKABLE_AFTER_GITIGNORE,YES
FORCE_ADD_EXPECTED,NO
F01E_REMAINS_REQUIRED,YES
SAFE_TO_STAGE_F01D_OUTPUTS,YES
SAFE_TO_COMMIT_F01D_OUTPUTS,YES
