key,value
SWITCHING_SEMANTIC_CONTRACT_MATERIALIZATION_COMPLETE,YES
READ_ONLY_EXISTING_ARTIFACTS_ENFORCED,YES
MATLAB_NOT_RUN,YES
NO_ANALYSIS_CODE_EDITS,YES
NO_RENAMES_EXECUTED,YES
NO_REPLAY_EXECUTED,YES
NO_STAGING_OR_COMMIT,YES
REQUIRED_INPUTS_FOUND,YES
SEMANTIC_REGISTRY_WRITTEN,YES
ALLOWED_USE_MATRIX_WRITTEN,YES
WRITER_CONTRACT_WRITTEN,YES
LINT_RULES_WRITTEN,YES
MIXED_PRODUCER_COLUMN_LEVEL_RULE_MATERIALIZED,YES
CANON_GEN_SOURCE_SPLIT_PRESERVED,YES
EXPERIMENTAL_PTCDF_QUARANTINE_PRESERVED,YES
GEOCANON_RESIDUAL_CANON_SEPARATION_PRESERVED,YES
STALE_ROW_SUPERSESSION_RULE_MATERIALIZED,YES
FORBIDDEN_TERMS_MATERIALIZED_AS_WARN_RULES,YES
HARD_FAIL_RESERVED_FOR_UNSAFE_PROMOTION,YES
RENAME_EXECUTION_RECOMMENDED_NOW,NO
BROAD_OLD_ANALYSIS_REPLAY_ALLOWED_NOW,NO
SAFE_TO_PROCEED_TO_PHASE3_LINT_PREFLIGHT,YES
SAFE_TO_PROCEED_TO_PHASE4_CORRECTED_OLD_REPLAY,NO
