KEY,VALUE
AUDIT_DATE,2026-04-04
SCOPE,Switching/analysis/**/*.m (103 files)
CONTAMINATION_RISK,HIGH
ANALYSIS_LAYER_SAFE,NO
FILES_TOTAL,103
FILE_ROLE_HELPER,16
FILE_ROLE_ANALYSIS_OR_RUNNER,87
RISK_TIER_HIGH,76
RISK_TIER_MEDIUM,8
RISK_TIER_LOW,19
FILES_WITH_GENPATH_AGING,49
FILES_WITH_AGING_UTILS_ONLY_LINE,8
FILES_WITH_LEGACY_SWITCHING_VER12,3
FILES_WITH_GENERAL_VER2_OR_TOOLS_VER1,3
FILES_WITH_REPO_TABLES_PATH,57
FILES_WITH_RELAXATION_RESULTS_DIR_PATTERN,7
FILES_WITH_AGING_RESULTS_DIR_PATTERN,3
FILES_WITH_CROSS_EXPERIMENT,4
FILES_WITH_HARDCODED_C_DEV_MATLAB_FUNCTIONS,27
FILES_WITH_RESOLVE_RESULTS_INPUT_DIR,8
FILES_WITH_SWITCHING_CANONICAL_RUN_ROOT,41
FILES_WITH_GET_LATEST_RUN,1
FILES_CALLING_ASSERT_MODULES_CANONICAL,1
FILES_WITH_MODULES_USED_ASSIGNMENT,0
CROSS_MODULE_DATA_USAGE,"Relaxation run outputs (CSV/MAT under results/relaxation/runs, legacy run_* names); repo tables/relaxation_* and PT-relaxation mapping scripts; Aging results path (results/aging/runs) in run_alpha_physical_validity_test.m; shared repo tables/ CSV inputs; Switching ver12 legacy backend and General ver2/Tools ver1 addpath; cross_experiment barrier descriptors"
IMPLICIT_CROSS_MODULE_LINKS,"Aging/utils createRunContext and createSwitchingRunContext; addpath(genpath(Aging)) path pollution (49 files); tools/ (getLatestRun, resolve_results_input_dir, figures); Switching/utils (switchingCanonicalRunRoot, assertSwitchingRunDirCanonical); repo-root tables/ as shared SSOT; results/switching|relaxation|aging|cross_experiment trees; hardcoded absolute repo paths"
UNDECLARED_MODULE_USAGE,"ALL (0 assignments to modules_used in Switching/analysis; pattern documented only in Switching/utils/assertModulesCanonical.m comment)"
ANALYSIS_ENFORCEMENT_GAPS,"102/103 files do not call assertModulesCanonical (only Switching/analysis/analyze_phi_kappa_canonical_space.m does). Cross-module scripts cannot assert Relaxation/Aging as CANONICAL per tables/module_canonical_status.csv (both NON_CANONICAL)."
MODULE_REGISTRY_NOTE,"tables/module_canonical_status.csv: Switching=CANONICAL; Relaxation=NON_CANONICAL; Aging=NON_CANONICAL"
