mode_id,holdout_type,holdout_label,metric_name,observed_value,aggregate_median,aggregate_min,aggregate_max,detail
phi1,leave_one_temperature_out,omit_4K,abs_cosine_to_full_mode,0.999421211966636,0.999957726082741,0.590317750085824,0.999999999917511,Leave-one-temperature-out excluding T=4 K.
phi1,leave_one_temperature_out,omit_4K,aligned_amplitude_corr,0.999923264262488,0.999995436699772,0.621628233376416,0.999999999989098,Leave-one-temperature-out excluding T=4 K.
phi1,leave_one_temperature_out,omit_6K,abs_cosine_to_full_mode,0.999563319713749,0.999957726082741,0.590317750085824,0.999999999917511,Leave-one-temperature-out excluding T=6 K.
phi1,leave_one_temperature_out,omit_6K,aligned_amplitude_corr,0.999934687714431,0.999995436699772,0.621628233376416,0.999999999989098,Leave-one-temperature-out excluding T=6 K.
phi1,leave_one_temperature_out,omit_8K,abs_cosine_to_full_mode,0.999916619285697,0.999957726082741,0.590317750085824,0.999999999917511,Leave-one-temperature-out excluding T=8 K.
phi1,leave_one_temperature_out,omit_8K,aligned_amplitude_corr,0.999983999214389,0.999995436699772,0.621628233376416,0.999999999989098,Leave-one-temperature-out excluding T=8 K.
phi1,leave_one_temperature_out,omit_10K,abs_cosine_to_full_mode,0.999983808191049,0.999957726082741,0.590317750085824,0.999999999917511,Leave-one-temperature-out excluding T=10 K.
phi1,leave_one_temperature_out,omit_10K,aligned_amplitude_corr,0.999998877413904,0.999995436699772,0.621628233376416,0.999999999989098,Leave-one-temperature-out excluding T=10 K.
phi1,leave_one_temperature_out,omit_12K,abs_cosine_to_full_mode,0.999976517646004,0.999957726082741,0.590317750085824,0.999999999917511,Leave-one-temperature-out excluding T=12 K.
phi1,leave_one_temperature_out,omit_12K,aligned_amplitude_corr,0.99999933056363,0.999995436699772,0.621628233376416,0.999999999989098,Leave-one-temperature-out excluding T=12 K.
phi1,leave_one_temperature_out,omit_14K,abs_cosine_to_full_mode,0.999973141391642,0.999957726082741,0.590317750085824,0.999999999917511,Leave-one-temperature-out excluding T=14 K.
phi1,leave_one_temperature_out,omit_14K,aligned_amplitude_corr,0.99999927035254,0.999995436699772,0.621628233376416,0.999999999989098,Leave-one-temperature-out excluding T=14 K.
phi1,leave_one_temperature_out,omit_16K,abs_cosine_to_full_mode,0.999967676626551,0.999957726082741,0.590317750085824,0.999999999917511,Leave-one-temperature-out excluding T=16 K.
phi1,leave_one_temperature_out,omit_16K,aligned_amplitude_corr,0.999998796877111,0.999995436699772,0.621628233376416,0.999999999989098,Leave-one-temperature-out excluding T=16 K.
phi1,leave_one_temperature_out,omit_18K,abs_cosine_to_full_mode,0.999969180991769,0.999957726082741,0.590317750085824,0.999999999917511,Leave-one-temperature-out excluding T=18 K.
phi1,leave_one_temperature_out,omit_18K,aligned_amplitude_corr,0.999998421699787,0.999995436699772,0.621628233376416,0.999999999989098,Leave-one-temperature-out excluding T=18 K.
phi1,leave_one_temperature_out,omit_20K,abs_cosine_to_full_mode,0.999980466488076,0.999957726082741,0.590317750085824,0.999999999917511,Leave-one-temperature-out excluding T=20 K.
phi1,leave_one_temperature_out,omit_20K,aligned_amplitude_corr,0.999998709981338,0.999995436699772,0.621628233376416,0.999999999989098,Leave-one-temperature-out excluding T=20 K.
phi1,leave_one_temperature_out,omit_22K,abs_cosine_to_full_mode,0.99999069915184,0.999957726082741,0.590317750085824,0.999999999917511,Leave-one-temperature-out excluding T=22 K.
phi1,leave_one_temperature_out,omit_22K,aligned_amplitude_corr,0.999999374442484,0.999995436699772,0.621628233376416,0.999999999989098,Leave-one-temperature-out excluding T=22 K.
phi1,leave_one_temperature_out,omit_24K,abs_cosine_to_full_mode,0.999869350431819,0.999957726082741,0.590317750085824,0.999999999917511,Leave-one-temperature-out excluding T=24 K.
phi1,leave_one_temperature_out,omit_24K,aligned_amplitude_corr,0.999985817705847,0.999995436699772,0.621628233376416,0.999999999989098,Leave-one-temperature-out excluding T=24 K.
phi1,leave_one_temperature_out,omit_26K,abs_cosine_to_full_mode,0.999909945937234,0.999957726082741,0.590317750085824,0.999999999917511,Leave-one-temperature-out excluding T=26 K.
phi1,leave_one_temperature_out,omit_26K,aligned_amplitude_corr,0.999989923140381,0.999995436699772,0.621628233376416,0.999999999989098,Leave-one-temperature-out excluding T=26 K.
